Dembecha,159930,Amhara,1
Jabi Tehnan,217934,Amhara,1
Bure (AM),135105,Amhara,1
Wemberma,125317,Amhara,1
Bahir Dar town,414951,Amhara,1
Debub Achefer,167783,Amhara,1
Finote Selam town,52808,Amhara,1
Debub Mecha,181562,Amhara,1
Denbecha town,36489,Amhara,1
Gonje,126792,Amhara,1
Merawi town,46217,Amhara,1
Bure town,64632,Amhara,1
Adete town,39061,Amhara,1
Zequala,59114,Amhara,1
Sekota,88134,Amhara,1
Dehana,140863,Amhara,1
Gaz Gibla,81702,Amhara,1
Abergele (AM),49799,Amhara,1
Sahila,27310,Amhara,1
Sekota town,45477,Amhara,1
Tsagbeji,41474,Amhara,1
Dangila,151837,Amhara,1
Banja,103216,Amhara,1
Ankasha,123250,Amhara,1
Guangua,220917,Amhara,1
Fagta Lakoma,153591,Amhara,1
Jawi,145323,Amhara,1
Guagusa Shikudad,104776,Amhara,1
Ayehu Guwagusa,121713,Amhara,1
Injibara town,45788,Amhara,1
Zigem,127488,Amhara,1
Dangila town,54999,Amhara,1
Chagni town,63423,Amhara,1
Dewa Cheffa,156342,Amhara,1
Bati,104553,Amhara,1
Jilye Tumuga,91551,Amhara,1
Artuma Fursi,104158,Amhara,1
Dewa Harewa,51300,Amhara,1
Kemisie town,46056,Amhara,1
Bati Town,42723,Amhara,1
Chilga 1,55540,Amhara,1
Tsegede (AM),89921,Amhara,1
Lay Armacho,192975,Amhara,1
Wegera,286472,Amhara,1
Gonder Zuria,236868,Amhara,1
East Dembia,172452,Amhara,1
Chilga 2,175877,Amhara,1
Alfa,231797,Amhara,1
West Belesa,171392,Amhara,1
East Belesa,143994,Amhara,1
Gonder town,421172,Amhara,1
Tach Armacho,166350,Amhara,1
Takusa,178764,Amhara,1
Kinfaz,149300,Amhara,1
West Dembiya,160584,Amhara,1
Aykel town,42143,Amhara,1
Mirab Armacho,47920,Amhara,1
Metema,150311,Amhara,1
Quara,112652,Amhara,1
Midre Genet,30784,Amhara,1
Metema Yohanes town,10100,Amhara,1
Gendawuha town,50444,Amhara,1
Mana Sibu,150706,Oromia,1
Nejo,108897,Oromia,1
Gimbi,105275,Oromia,1
Lalo Asabi,109636,Oromia,1
Kiltu Kara,74839,Oromia,1
Boji Dirmeji,62732,Oromia,1
Ayira,72330,Oromia,1
Jarso (West Wellega),69099,Oromia,1
Gudetu Kondole,135126,Oromia,1
Boji Chekorsa,68585,Oromia,1
Babo,85717,Oromia,1
Yubdo,55036,Oromia,1
Gaji,84586,Oromia,1
Haru,95639,Oromia,1
Nole Kaba,85412,Oromia,1
Begi,171117,Oromia,1
Homa,35460,Oromia,1
Sayo Nole,106685,Oromia,1
Guliso,100548,Oromia,1
Gimbi town,56650,Oromia,1
Leta Sibu,57269,Oromia,1
Mendi town,25617,Oromia,1
Nejo town,34728,Oromia,1
Limu (OR),102577,Oromia,1
Ibantu,54424,Oromia,1
Gida Ayana,152749,Oromia,1
Haro Limu,74434,Oromia,1
Boneya Boshe,67763,Oromia,1
Wayu Tuka,87836,Oromia,1
Bila Seyo,78662,Oromia,1
Gobu Seyo,59099,Oromia,1
Sibu Sire,147580,Oromia,1
Diga,96345,Oromia,1
Sasiga,113417,Oromia,1
Leka Dulecha,101955,Oromia,1
Guto Gida,125977,Oromia,1
Jimma Arjo,124056,Oromia,1
Nunu Kumba,92175,Oromia,1
Wama Hagalo,68236,Oromia,1
Kiremu,78684,Oromia,1
Nekemte town,137522,Oromia,1
Darimu,205110,Oromia,1
Alge Sachi,109721,Oromia,1
Yayu,76764,Oromia,1
Metu Zuria,86106,Oromia,1
Ale,76487,Oromia,1
Bure (OR),73073,Oromia,1
Sale Nono,32595,Oromia,1
Becho (Ilu Aba Bora),52165,Oromia,1
Bilo Nopha,40917,Oromia,1
Hurumu,61285,Oromia,1
Didu,45875,Oromia,1
Halu /Huka,24202,Oromia,1
Metu town,54318,Oromia,1
Dorani,51015,Oromia,1
Limu Seka,152681,Oromia,1
Limu Kosa,227936,Oromia,1
Sekoru,196367,Oromia,1
Tiro Afeta,169833,Oromia,1
Kersa (Jimma),243053,Oromia,1
Mena (Jimma),205736,Oromia,1
Goma,301597,Oromia,1
Gera,159502,Oromia,1
Seka Chekorsa,294578,Oromia,1
Dedo,225575,Oromia,1
Omo Nada,220819,Oromia,1
Sigmo,131701,Oromia,1
Setema,146680,Oromia,1
