Gordon,1,Male,100,Female,1
Janeth,1,Male,1,Female,100
Christabel,1,Male,1,Female,100
Kemuma,1,Male,1,Female,100
Mwanajuma,1,Male,1,Female,100
Innocent,1,Male,85,Female,15
Kirui,1,Male,79,Female,21
Amin,1,Male,93,Female,7
Donald,1,Male,100,Female,1
Justin,1,Male,96,Female,4
Kinuthia,1,Male,62,Female,38
Kipsang,1,Male,90,Female,10
Kiarie,1,Male,61,Female,39
Maalim,1,Male,50,Female,50
Milton,1,Male,100,Female,1
Claire,1,Male,1,Female,100
Obed,1,Male,100,Female,1
Dekow,1,Male,50,Female,50
Owen,1,Male,100,Female,1
Bramwel,1,Male,100,Female,1
Zachary,1,Male,100,Female,1
Nduta,1,Male,23,Female,77
Clara,1,Male,1,Female,100
Waithera,1,Male,50,Female,50
Wambugu,1,Male,61,Female,39
Fidel,1,Male,100,Female,1
Aftin,1,Male,89,Female,11
Seth,1,Male,100,Female,1
Philis,1,Male,1,Female,100
Carlos,1,Male,100,Female,1
Mukhwana,1,Male,51,Female,49
Lynn,1,Male,1,Female,100
Lillian,1,Male,1,Female,100
Morine,1,Male,1,Female,100
Dolphine,1,Male,1,Female,100
Ndunge,1,Male,15,Female,85
Cleophas,1,Male,100,Female,1
Ifrah,1,Male,50,Female,50
Kimanzi,1,Male,60,Female,40
Melvine,1,Male,1,Female,100
Mitchelle,1,Male,1,Female,100
Furaha,1,Male,50,Female,50
Makena,1,Male,1,Female,100
Mutie,1,Male,59,Female,41
Javan,1,Male,100,Female,1
Abdimajid,1,Male,50,Female,50
Luke,1,Male,100,Female,1
Ondieki,1,Male,80,Female,20
Micheal,1,Male,100,Female,1
Elkana,1,Male,100,Female,1
Bahati,1,Male,27,Female,73
Precious,1,Male,50,Female,50
Salat,1,Male,50,Female,50
Flora,1,Male,1,Female,100
Nehemiah,1,Male,100,Female,1
Bridget,1,Male,1,Female,100
Stephanie,1,Male,50,Female,50
Sophy,1,Male,1,Female,100
Mutheu,1,Male,50,Female,50
Amon,1,Male,100,Female,1
Kanini,1,Male,20,Female,80
Makori,1,Male,78,Female,22
Issak,1,Male,50,Female,50
Halkano,1,Male,50,Female,50
Waithira,1,Male,50,Female,50
Debora,1,Male,1,Female,100
Deng,1,Male,50,Female,50
Musee,1,Male,65,Female,35
Aaron,1,Male,100,Female,1
Brigid,1,Male,1,Female,100
Kimeu,1,Male,51,Female,49
Nafuna,1,Male,50,Female,50
Nasambu,1,Male,50,Female,50
Amran,1,Male,50,Female,50
Phillip,1,Male,100,Female,1
Kipkosgei,1,Male,99,Female,1
Cherop,1,Male,50,Female,50
Ronny,1,Male,100,Female,1
Phyllis,1,Male,1,Female,100
Nixon,1,Male,100,Female,1
Whitney,1,Male,50,Female,50
Karani,1,Male,74,Female,26
Abdishakur,1,Male,50,Female,50
Livingstone,1,Male,100,Female,1
Edinah,1,Male,1,Female,100
Hashim,1,Male,50,Female,50
Wesonga,1,Male,63,Female,37
Abdiweli,1,Male,50,Female,50
Brandon,1,Male,50,Female,50
Wangila,1,Male,81,Female,19
Marvin,1,Male,100,Female,1
Simeon,1,Male,100,Female,1
Liban,1,Male,98,Female,2
Dancun,1,Male,100,Female,1
Phineas,1,Male,100,Female,1
Kosgei,1,Male,61,Female,39
Bryan,1,Male,100,Female,1
Jibril,1,Male,50,Female,50
Chepkemoi,1,Male,1,Female,100
Esha,1,Male,50,Female,50
Bridgit,1,Male,1,Female,100
Abednego,1,Male,100,Female,1
Centrine,1,Male,1,Female,100
Masika,1,Male,63,Female,37
Maryanne,1,Male,1,Female,100
Sheillah,1,Male,1,Female,100
Nahashon,1,Male,100,Female,1
Jenipher,1,Male,1,Female,100
Kadzo,1,Male,50,Female,50
Benta,1,Male,1,Female,100
Mutwiri,1,Male,50,Female,50
Safari,1,Male,50,Female,50
Lindah,1,Male,1,Female,100
Athuman,1,Male,83,Female,17
Farida,1,Male,1,Female,100
Ngari,1,Male,48,Female,52
Nzioka,1,Male,53,Female,47
Zainabu,1,Male,1,Female,100
Maimuna,1,Male,1,Female,100
Jamila,1,Male,1,Female,100
Felista,1,Male,1,Female,100
Stephene,1,Male,100,Female,1
Masinde,1,Male,73,Female,27
Athman,1,Male,88,Female,12
Natasha,1,Male,1,Female,100
Chelangat,1,Male,1,Female,100
Mathias,1,Male,95,Female,5
Vitalis,1,Male,100,Female,1
Bett,1,Male,82,Female,18
Saida,1,Male,1,Female,100
Mboya,1,Male,61,Female,39
Tsuma,1,Male,76,Female,24
Chepkorir,1,Male,1,Female,100
Yvone,1,Male,50,Female,50
Kipkemboi,1,Male,99,Female,1
Mohamedamin,1,Male,50,Female,50
Joe,1,Male,100,Female,1
Mulongo,1,Male,50,Female,50
Mutai,1,Male,82,Female,18
Mugendi,1,Male,62,Female,38
Kipngeno,1,Male,100,Female,1
Muthengi,1,Male,59,Female,41
Jairus,1,Male,100,Female,1
Bilha,1,Male,1,Female,100
Nyamai,1,Male,54,Female,46
Kipyegon,1,Male,100,Female,1
Njue,1,Male,58,Female,42
Gathoni,1,Male,26,Female,74
Sam,1,Male,100,Female,1
Muthoka,1,Male,52,Female,48
Chepkoech,1,Male,1,Female,100
Rabecca,1,Male,1,Female,100
Milcah,1,Male,1,Female,100
Muthama,1,Male,54,Female,46
Rogers,1,Male,100,Female,1
Ngigi,1,Male,58,Female,42
Dalmas,1,Male,100,Female,1
Rono,1,Male,80,Female,20
Faiza,1,Male,50,Female,50
Zawadi,1,Male,50,Female,50
Nderitu,1,Male,64,Female,36
Nzomo,1,Male,48,Female,52
Abdulrahman,1,Male,50,Female,50
Zeitun,1,Male,50,Female,50
Duke,1,Male,100,Female,1
Maryam,1,Male,50,Female,50
Clifford,1,Male,100,Female,1
Bravin,1,Male,100,Female,1
Philomena,1,Male,1,Female,100
Eddah,1,Male,1,Female,100
Weddy,1,Male,1,Female,100
Edgar,1,Male,100,Female,1
Washington,1,Male,100,Female,1
Nyawira,1,Male,15,Female,85
Sara,1,Male,1,Female,100
Laureen,1,Male,1,Female,100
Claris,1,Male,50,Female,50
Thuo,1,Male,56,Female,44
Willis,1,Male,100,Female,1
Abdisalam,1,Male,50,Female,50
Deka,1,Male,50,Female,50
Ivone,1,Male,1,Female,100
Hawo,1,Male,50,Female,50
Oloo,1,Male,53,Female,47
