Hadija,2,Male,1,Female,100
Mwangangi,2,Male,52,Female,48
Emmah,2,Male,1,Female,100
Mutiso,2,Male,52,Female,48
Prudence,2,Male,1,Female,100
Swaleh,2,Male,78,Female,22
Johnstone,2,Male,100,Female,1
Jemutai,2,Male,1,Female,100
Magdalene,2,Male,1,Female,100
Jepkorir,2,Male,1,Female,100
Mugambi,2,Male,66,Female,34
Morgan,2,Male,100,Female,1
Nganga,2,Male,52,Female,48
Annet,2,Male,1,Female,100
Nelima,2,Male,1,Female,100
Hamza,2,Male,100,Female,1
Francisca,2,Male,1,Female,100
Omari,2,Male,83,Female,17
Gesare,2,Male,1,Female,100
Levis,2,Male,100,Female,1
Godwin,2,Male,100,Female,1
Momanyi,2,Male,79,Female,21
Shaban,2,Male,83,Female,17
Saadia,2,Male,50,Female,50
Korir,2,Male,76,Female,24
Hawa,2,Male,1,Female,100
Rita,2,Male,1,Female,100
Daudi,2,Male,82,Female,18
Jimmy,2,Male,100,Female,1
Wanja,2,Male,21,Female,79
Linah,2,Male,1,Female,100
Billow,2,Male,50,Female,50
Hildah,2,Male,1,Female,100
Hafsa,2,Male,1,Female,100
Abdiwahab,2,Male,50,Female,50
Jonah,2,Male,100,Female,1
Jepchumba,2,Male,1,Female,100
Oluoch,2,Male,62,Female,38
Farah,2,Male,50,Female,50
Jeptoo,2,Male,1,Female,100
Karimi,2,Male,26,Female,74
Abdul,2,Male,87,Female,13
Ndirangu,2,Male,59,Female,41
Ashley,2,Male,50,Female,50
Jesca,2,Male,1,Female,100
Jennifer,2,Male,1,Female,100
Guyo,2,Male,50,Female,50
Jerotich,2,Male,1,Female,100
Odongo,2,Male,61,Female,39
Wanyama,2,Male,72,Female,28
Calvince,2,Male,100,Female,1
Weldon,2,Male,100,Female,1
Jepchirchir,2,Male,1,Female,100
Opiyo,2,Male,63,Female,37
Sumeya,2,Male,50,Female,50
Wanjohi,2,Male,59,Female,41
Sifuna,2,Male,81,Female,19
Adow,2,Male,50,Female,50
Nuru,2,Male,3,Female,97
Jerono,2,Male,1,Female,100
Gedion,2,Male,100,Female,1
Mwanamisi,2,Male,1,Female,100
Eva,2,Male,1,Female,100
Mustafa,2,Male,93,Female,7
Wycliff,2,Male,100,Female,1
Terry,2,Male,1,Female,99
Rama,2,Male,86,Female,14
Keneth,2,Male,100,Female,1
Langat,2,Male,79,Female,21
Githinji,2,Male,62,Female,38
Mohamednoor,2,Male,50,Female,50
Jimale,2,Male,50,Female,50
Keith,2,Male,100,Female,1
Dismas,2,Male,100,Female,1
Leila,2,Male,1,Female,100
Abdisalan,2,Male,50,Female,50
Annastacia,2,Male,1,Female,100
Yunis,2,Male,75,Female,25
Hamdi,2,Male,50,Female,50
Zacharia,2,Male,100,Female,1
Josiah,2,Male,100,Female,1
Hope,2,Male,50,Female,50
Abdikarim,2,Male,50,Female,50
Gregory,2,Male,100,Female,1
Felistus,2,Male,1,Female,100
Muthui,2,Male,53,Female,47
Vallary,2,Male,1,Female,100
Fartun,2,Male,50,Female,50
Nyanchama,2,Male,1,Female,100
Lucky,2,Male,67,Female,33
Lenah,2,Male,1,Female,100
Joash,2,Male,100,Female,1
Isaack,2,Male,100,Female,1
Tyson,2,Male,100,Female,1
Mbithi,2,Male,53,Female,47
Vicky,2,Male,1,Female,100
Jesse,2,Male,100,Female,1
Luka,2,Male,96,Female,4
Mahat,2,Male,50,Female,50
Jumaa,2,Male,50,Female,50
Nimo,2,Male,50,Female,50
Phanice,2,Male,1,Female,100
Kipkirui,1,Male,100,Female,1
Ubah,1,Male,50,Female,50
Pascal,1,Male,100,Female,1
Farhan,1,Male,50,Female,50
Gibson,1,Male,100,Female,1
Nduku,1,Male,17,Female,83
Kiplimo,1,Male,100,Female,1
Joram,1,Male,100,Female,1
Njogu,1,Male,58,Female,42
Nyakundi,1,Male,76,Female,24
Njiru,1,Male,46,Female,54
Ayan,1,Male,50,Female,50
Emanuel,1,Male,100,Female,1
Zakayo,1,Male,93,Female,7
Okello,1,Male,62,Female,38
Cherotich,1,Male,1,Female,100
Fiona,1,Male,1,Female,100
Ryan,1,Male,100,Female,1
June,1,Male,1,Female,100
Kirimi,1,Male,50,Female,50
Evelyne,1,Male,1,Female,100
Jedidah,1,Male,1,Female,100
Maingi,1,Male,53,Female,47
Samira,1,Male,50,Female,50
Mukami,1,Male,50,Female,50
Owuor,1,Male,63,Female,37
Murimi,1,Male,74,Female,26
Isack,1,Male,100,Female,1
Jael,1,Male,1,Female,100
Maryann,1,Male,1,Female,100
Zablon,1,Male,100,Female,1
Musau,1,Male,54,Female,46
Kelly,1,Male,68,Female,32
Emmy,1,Male,1,Female,100
Abdallah,1,Male,79,Female,21
Bashir,1,Male,50,Female,50
Rajab,1,Male,85,Female,15
Sila,1,Male,69,Female,31
Fardosa,1,Male,50,Female,50
Aggrey,1,Male,98,Female,2
Zainab,1,Male,1,Female,100
Mumbi,1,Male,19,Female,81
Milkah,1,Male,1,Female,100
Franklin,1,Male,100,Female,1
Safia,1,Male,50,Female,50
Phelix,1,Male,100,Female,1
Muturi,1,Male,61,Female,39
Frida,1,Male,1,Female,100
Kipkurui,1,Male,100,Female,1
Jepkemoi,1,Male,1,Female,100
Sheilla,1,Male,1,Female,100
Lorine,1,Male,1,Female,100
Elphas,1,Male,100,Female,1
Mwiti,1,Male,66,Female,34
Collince,1,Male,100,Female,1
Robin,1,Male,100,Female,1
Priscillah,1,Male,1,Female,100
Sylivia,1,Male,1,Female,100
Keziah,1,Male,1,Female,100
Jepkosgei,1,Male,1,Female,100
Munyoki,1,Male,46,Female,54
Ephantus,1,Male,100,Female,1
Anastacia,1,Male,1,Female,100
Gift,1,Male,50,Female,50
Muia,1,Male,51,Female,49
Abdirahim,1,Male,50,Female,50
Shamsa,1,Male,50,Female,50
Silvester,1,Male,100,Female,1
